phylum,class,order,family,genus,species,specificEpithet,body mass,body mass - units,original body mass,original body mass - units,metabolic rate,original metabolic rate,mass-specific metabolic rate,mass-specific metabolic rate - units
Chordata,Aves,Apterygiformes,Apterygidae,Apteryx,Apteryx australis,australis,2.15,kg,2.15,kg,4.13,4.13,1.920930233,W/kg
Chordata,Aves,Apterygiformes,Apterygidae,Apteryx,Apteryx australis,australis,2.08,kg,2.08,kg,4.39,4.39,2.110576923,W/kg
Chordata,Aves,Apterygiformes,Apterygidae,Apteryx,Apteryx australis,australis,2.22,kg,2.22,kg,4.54,4.54,2.045045045,W/kg
Chordata,Aves,Apterygiformes,Apterygidae,Apteryx,Apteryx australis,australis,2.68,kg,2.68,kg,4.12,4.12,1.537313433,W/kg
Chordata,Aves,Apterygiformes,Apterygidae,Apteryx,Apteryx haasti,haasti,2.21,kg,2.21,kg,3.5,3.5,1.583710407,W/kg
Chordata,Aves,Apterygiformes,Apterygidae,Apteryx,Apteryx haasti,haasti,2.87,kg,2.87,kg,4.87,4.87,1.696864111,W/kg
Chordata,Aves,Casuariiformes,Casuariidae,Dromaius,Dromaius novaehollandiae,novaehollandiae,44.61,kg,44.61,kg,46.02,46.02,1.031607263,W/kg
Chordata,Aves,Casuariiformes,Casuariidae,Dromaius,Dromaius novaehollandiae,novaehollandiae,38.76,kg,38.76,kg,38.88,38.88,1.003095975,W/kg
Chordata,Aves,Casuariiformes,Casuariidae,Dromaius,Dromaius novaehollandiae,novaehollandiae,35.41,kg,35.41,kg,42.38,42.38,1.196837052,W/kg
Chordata,Aves,Casuariiformes,Casuariidae,Dromaius,Dromaius novaehollandiae,novaehollandiae,36.92,kg,36.92,kg,46.58,46.58,1.261646804,W/kg
Chordata,Aves,Passeriformes,Aegithalidae,Psaltriparus,Psaltriparus minimus,minimus,0.0055,kg,5.5,g,0.121,3.96,22,W/kg
Chordata,Aves,Passeriformes,Fringillidae,Drepanis,Drepanis coccinea,coccinea,0.015,kg,15,g,0.310133333,6.4,20.67555556,W/kg
Chordata,Aves,Passeriformes,Fringillidae,Himatione,Himatione sanguinea,sanguinea,0.0129,kg,12.9,g,0.2471375,5.1,19.15794574,W/kg
Chordata,Aves,Passeriformes,Fringillidae,Loxops,Loxops virens,virens,0.0107,kg,10.7,g,0.208370833,4.3,19.47390966,W/kg
Chordata,Aves,Passeriformes,Fringillidae,Loxops,Loxops parva,parva,0.0079,kg,7.9,g,0.140529167,2.9,17.78850211,W/kg
Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona viridigenalis,viridigenalis,0.3419,kg,341.9,g,2.013333333,6.04,5.888661402,W/kg
Chordata,Aves,Anseriformes,Anatidae,Anas,Anas crecca,crecca,0.25,kg,250,g,1.666666667,6,6.666666667,W/kg
Chordata,Aves,Anseriformes,Anatidae,Anas,Anas querquedula,querquedula,0.289,kg,289,g,2.233333333,8.04,7.727797001,W/kg
Chordata,Aves,Anseriformes,Anatidae,Aythya,Aythya nyroca,nyroca,0.44,kg,440,g,3.272222222,11.78,7.436868687,W/kg
Chordata,Aves,Anseriformes,Anatidae,Anas,Anas penelope,penelope,0.539,kg,539,g,3.136111111,11.29,5.818387961,W/kg
Chordata,Aves,Anseriformes,Anatidae,Anas,Anas clypeata,clypeata,0.554,kg,554,g,3.877777778,13.96,6.999598877,W/kg
Chordata,Aves,Anseriformes,Anatidae,Aythya,Aythya fuligula,fuligula,0.571,kg,571,g,2.702777778,9.73,4.733411169,W/kg
Chordata,Aves,Anseriformes,Anatidae,Anas,Anas acuta,acuta,0.721,kg,721,g,4.363888889,15.71,6.05255047,W/kg
Chordata,Aves,Anseriformes,Anatidae,Anas,Anas strepera,strepera,0.791,kg,791,g,6.202777778,22.33,7.841691249,W/kg
Chordata,Aves,Anseriformes,Anatidae,Aythya,Aythya ferina,ferina,0.816,kg,816,g,5.816666667,20.94,7.128267974,W/kg
Chordata,Aves,Anseriformes,Anatidae,Anas,Anas plathyrhynchos,plathyrhynchos,1.236,kg,1236,g,7.577777778,27.28,6.13088817,W/kg
Chordata,Aves,Anseriformes,Anatidae,Netta,Netta rufina,rufina,1.237,kg,1237,g,7.1,25.56,5.739692805,W/kg
Chordata,Aves,Psittaciformes,Psittaculidae,Loriculus,Loriculus galgulus,galgulus,0.027,kg,27,g,0.516666667,1.86,19.13580247,W/kg
Chordata,Aves,Psittaciformes,Psittaculidae,Melopsittacus,Melopsittacus undulatus,undulatus,0.039,kg,39,g,0.622222222,2.24,15.95441595,W/kg
Chordata,Aves,Psittaciformes,Psittaculidae,Neophema,Neophema pulchella,pulchella,0.04,kg,40,g,0.580555556,2.09,14.51388889,W/kg
Chordata,Aves,Psittaciformes,Psittaculidae,Neophema,Neophema bourkii,bourkii,0.04,kg,40,g,0.538888889,1.94,13.47222222,W/kg
Chordata,Aves,Cuculiformes,Cuculidae,Cuculus,Cuculus canorus,canorus,0.128,kg,128,g,1.255555556,4.52,9.809027778,W/kg
Chordata,Aves,Cuculiformes,Cuculidae,Centropus,Centropus senegalensis,senegalensis,0.175,kg,175,g,1.508333333,5.43,8.619047619,W/kg
Chordata,Aves,Cuculiformes,Cuculidae,Eudynamys,Eudynamys scolopacea,scolopacea,0.188,kg,188,g,1.644444444,5.92,8.747044917,W/kg
Chordata,Aves,Gruiformes,Rallidae,Fulica,Fulica atra,atra,0.754,kg,754,g,4.363888889,15.71,5.787651046,W/kg
Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,Tringa ochropus,ochropus,0.09,kg,90,g,0.922222222,3.32,10.24691358,W/kg
Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo buteo,buteo,1.012,kg,1012,g,3.755555556,13.52,3.711023276,W/kg
Chordata,Aves,Galliformes,Phasianidae,Coturnix,Coturnix chinensis,chinensis,0.049,kg,49,g,0.627777778,2.26,12.81179138,W/kg
Chordata,Aves,Galliformes,Phasianidae,Coturnix,Coturnix japonica,japonica,0.115,kg,115,g,0.977777778,3.52,8.502415459,W/kg
Chordata,Aves,Bucerotiformes,Upupidae,Upupa,Upupa epops,epops,0.067,kg,67,g,0.552777778,1.99,8.250414594,W/kg
Chordata,Aves,Sphenisciformes,Spheniscidae,Eudyptula,Eudyptula minor,minor,0.96,kg,0.96,kg,4.18,4.18,4.354166667,W/kg
Chordata,Aves,Passeriformes,Maluridae,Malurus,Malurus cyaneus,cyaneus,0.0087,kg,8.7,g,0.176666667,0.53,20.30651341,W/kg
Chordata,Aves,Passeriformes,Maluridae,Malurus,Malurus lamberti,lamberti,0.0078,kg,7.8,g,0.183333333,0.55,23.5042735,W/kg
Chordata,Aves,Passeriformes,Meliphagidae,Acanthagenys,Acanthagenys rufogularis,rufogularis,0.0434,kg,43.4,g,0.633333333,1.9,14.59293395,W/kg
Chordata,Aves,Passeriformes,Meliphagidae,Manorina,Manorina flavigula,flavigula,0.0411,kg,41.1,g,0.61,1.83,14.84184915,W/kg
Chordata,Aves,Passeriformes,Meliphagidae,Meliphaga,Meliphaga lewinii,lewinii,0.0362,kg,36.2,g,0.533333333,1.6,14.73296501,W/kg
Chordata,Aves,Passeriformes,Meliphagidae,Lichenostomus,Lichenostomus virescens,virescens,0.0207,kg,20.7,g,0.353333333,1.06,17.06924316,W/kg
Chordata,Aves,Passeriformes,Meliphagidae,Acanthorhynchus,Acanthorhynchus tenuirostris,tenuirostris,0.0113,kg,11.3,g,0.276666667,0.83,24.48377581,W/kg
Chordata,Aves,Passeriformes,Pardalotidae,Pardalotus,Pardalotus punctatus,punctatus,0.0078,kg,7.8,g,0.22,0.66,28.20512821,W/kg
Chordata,Aves,Passeriformes,Acanthizidae,Sericornis,Sericornis citreogularis,citreogularis,0.0169,kg,16.9,g,0.363333333,1.09,21.49901381,W/kg
Chordata,Aves,Passeriformes,Acanthizidae,Sericornis,Sericornis frontalis,frontalis,0.0132,kg,13.2,g,0.32,0.96,24.24242424,W/kg
Chordata,Aves,Passeriformes,Acanthizidae,Sericornis,Sericornis magnirostris,magnirostris,0.0087,kg,8.7,g,0.203333333,0.61,23.37164751,W/kg
Chordata,Aves,Passeriformes,Acanthizidae,Smicrornis,Smicrornis brevirostris,brevirostris,0.0059,kg,5.9,g,0.163333333,0.49,27.68361582,W/kg
Chordata,Aves,Passeriformes,Acanthizidae,Acanthiza,Acanthiza pusilla,pusilla,0.0064,kg,6.4,g,0.223333333,0.67,34.89583333,W/kg
Chordata,Aves,Passeriformes,Acanthizidae,Acanthiza,Acanthiza uropygialis,uropygialis,0.0066,kg,6.6,g,0.176666667,0.53,26.76767677,W/kg
Chordata,Aves,Passeriformes,Acanthizidae,Acanthiza,Acanthiza chrysorrhoa,chrysorrhoa,0.0083,kg,8.3,g,0.223333333,0.67,26.90763052,W/kg
Chordata,Aves,Passeriformes,Acanthizidae,Acanthiza,Acanthiza lineata,lineata,0.0073,kg,7.3,g,0.16,0.48,21.91780822,W/kg
Chordata,Aves,Passeriformes,Pomatostomidae,Pomatostomus,Pomatostomus superciliosus,superciliosus,0.0361,kg,36.1,g,0.343333333,1.03,9.510618652,W/kg
Chordata,Aves,Passeriformes,Pomatostomidae,Pomatostomus,Pomatostomus ruficeps,ruficeps,0.0454,kg,45.4,g,0.44,1.32,9.691629956,W/kg
Chordata,Aves,Passeriformes,Petroicidae,Eopsaltria,Eopsaltria australis,australis,0.0192,kg,19.2,g,0.35,1.05,18.22916667,W/kg
Chordata,Aves,Passeriformes,Psophodidae,Psophodes,Psophodes olivaceus,olivaceus,0.061,kg,61,g,0.706666667,2.12,11.58469945,W/kg
Chordata,Aves,Passeriformes,Pachycephalidae,Pachycephala,Pachycephala pectoralis,pectoralis,0.024,kg,24,g,0.36,1.08,15,W/kg
Chordata,Aves,Passeriformes,Dicruridae,Rhipidura,Rhipidura fuliginosa,fuliginosa,0.0089,kg,8.9,g,0.163333333,0.49,18.35205993,W/kg
Chordata,Aves,Passeriformes,Artamidae,Cracticus,Cracticus torquatus,torquatus,0.0937,kg,93.7,g,0.71,2.13,7.5773746,W/kg
Chordata,Aves,Passeriformes,Artamidae,Strepera,Strepera graculina,graculina,0.3067,kg,306.7,g,1.883333333,5.65,6.140636887,W/kg
Chordata,Aves,Passeriformes,Passeridae,Passer,Passer domesticus,domesticus,0.023,kg,23,g,0.313333333,0.94,13.62318841,W/kg
Chordata,Aves,Passeriformes,Estrildidae,Taeniopygia,Taeniopygia guttata,guttata,0.0117,kg,11.7,g,0.213333333,0.64,18.23361823,W/kg
Chordata,Aves,Passeriformes,Estrildidae,Neochmia,Neochmia temporalis,temporalis,0.0096,kg,9.6,g,0.176666667,0.53,18.40277778,W/kg
Chordata,Aves,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus jocosus,jocosus,0.0329,kg,32.9,g,0.356666667,1.07,10.84093212,W/kg
Chordata,Aves,Passeriformes,Zosteropidae,Zosterops,Zosterops lateralis,lateralis,0.0104,kg,10.4,g,0.21,0.63,20.19230769,W/kg
Chordata,Aves,Passeriformes,Turdidae,Zoothera,Zoothera lunulata,lunulata,0.1132,kg,113.2,g,1.023333333,3.07,9.040047114,W/kg
Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus merula,merula,0.0851,kg,85.1,g,0.96,2.88,11.28084606,W/kg
Chordata,Aves,Passeriformes,Sturnidae,Sturnus,Sturnus vulgaris,vulgaris,0.0575,kg,57.5,g,0.586666667,1.76,10.20289855,W/kg
Chordata,Aves,Passeriformes,Sturnidae,Acridotheres,Acridotheres tristis,tristis,0.1023,kg,102.3,g,0.883333333,2.65,8.634734441,W/kg
Chordata,Aves,Spheniscoiformes,Spheniscudae,Eudyptes,Eudyptes pachyrhynchus,pachyrhynchus,2.6,kg,2.6,kg,6.929541667,143,2.665208333,W/kg
Chordata,Aves,Spheniscoiformes,Spheniscudae,Megadyptes,Megadyptes antipodes,antipodes,4.8,kg,4.8,kg,11.53308333,238,2.402725694,W/kg
Chordata,Aves,Spheniscoiformes,Spheniscudae,Spheniscus,Spheniscus humboldti,humboldti,3.87,kg,3.87,kg,9.497833333,196,2.4542205,W/kg
Chordata,Aves,Passeriformes,Passerellidae,Calamospiza,Calamospiza melanocorys,melanocorys,0.0326,kg,32.6,g,0.454588889,2.51,13.94444444,W/kg
Chordata,Aves,Spheniscoformes,Spheniscidae,Pygoscelis,Pygoscelis adeliae,adeliae,3.5,kg,3.5,kg,17.88888889,0.92,5.111111111,W/kg
Chordata,Aves,Procellariiformes,Procellariidae,Macronectes,Macronectes giganteus,giganteus,3.98,kg,3.98,kg,18.13111111,0.82,4.555555556,W/kg
Chordata,Aves,Procellariiformes,Procellariidae,Macronectes,Macronectes giganteus,giganteus,3.28,kg,3.28,kg,16.58222222,0.91,5.055555556,W/kg
Chordata,Aves,Pelecaniformes,Phalacrocoracidae,Leucocarbo,Leucocarbo atriceps,atriceps,2.66,kg,2.66,kg,15.22111111,1.03,5.722222222,W/kg
Chordata,Aves,Charadriiformes,Stercorariidae,Stercorarius,Stercorarius maccormicki,maccormicki,1.13,kg,1.13,kg,8.161111111,1.3,7.222222222,W/kg
Chordata,Aves,Procellariiformes,Diomedediae,Phoebastria,Phoebastria immutabilis,immutabilis,2.522,kg,2522,g,7.425888889,0.53,2.944444444,W/kg
Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,Pterodroma hypoleuca,hypoleuca,0.169,kg,169,g,1.258111111,1.34,7.444444444,W/kg
Chordata,Aves,Galliformes,Phasianidae,Alectoris,Alectoris chukar,chukar,0.475,kg,475,g,1.926388889,0.73,4.055555556,W/kg
Chordata,Aves,Procellariiformes,Procellariidae,Macronectes,Macronectes giganteus,giganteus,4.78,kg,4.78,kg,13.35648148,1154,2.794242988,W/kg
Chordata,Aves,Procellariiformes,Diomedeidae,Thalassarche,Thalassarche chrysostoma,chrysostoma,3.753,kg,3.753,kg,8.506944444,735,2.266705154,W/kg
Chordata,Aves,Procellariiformes,Diomedeidae,Phoebetria,Phoebetria fusca,fusca,2.875,kg,2.875,kg,8.275462963,715,2.8784219,W/kg
Chordata,Aves,Procellariiformes,Procellariidae,Procellaria,Procellaria aequinoctialis,aequinoctialis,1.287,kg,1.287,kg,6.30787037,545,4.901220179,W/kg
Chordata,Aves,Procellariiformes,Procellariidae,Procellaria,Procellaria cinerea,cinerea,1.014,kg,1.014,kg,5.011574074,433,4.942380744,W/kg
Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,Pterodroma brevirostris,brevirostris,0.315,kg,0.315,kg,1.770833333,153,5.621693122,W/kg
Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,Pterodroma mollis,mollis,0.274,kg,0.274,kg,1.747685185,151,6.378413085,W/kg
Chordata,Aves,Procellariiformes,Procellariidae,Pachyptila,Pachyptila salvini,salvini,0.165,kg,0.165,kg,1.550925926,134,9.399551066,W/kg
Chordata,Aves,Procellariiformes,Procellariidae,Pelecanoides,Pelecanoides georgicus,georgicus,0.127,kg,0.127,kg,0.983796296,85,7.74642753,W/kg
Chordata,Aves,Passeriformes,Nectariniidae,Aethopyga,Aethopyga christinae,christinae,0.0052,kg,5.2,g,0.371655556,257.3,71.47222222,W/kg
Chordata,Aves,Passeriformes,Nectariniidae,Cinnyris,Cinnyris bifasciatus,bifasciatus,0.0062,kg,6.2,g,0.23715,137.7,38.25,W/kg
Chordata,Aves,Passeriformes,Nectariniidae,Aethopyga,Aethopyga siparaja,siparaja,0.0068,kg,6.8,g,0.400066667,211.8,58.83333333,W/kg
Chordata,Aves,Passeriformes,Nectariniidae,Cinnyris,Cinnyris venustus,venustus,0.0071,kg,7.1,g,0.327783333,166.2,46.16666667,W/kg
Chordata,Aves,Passeriformes,Nectariniidae,Cinnyris,Cinnyris cupreus,cupreus,0.0074,kg,7.4,g,0.400833333,195,54.16666667,W/kg
Chordata,Aves,Passeriformes,Nectariniidae,Hedydipna,Hedydipna collaris,collaris,0.0083,kg,8.3,g,0.432752778,187.7,52.13888889,W/kg
Chordata,Aves,Passeriformes,Nectariniidae,Cyanomitra,Cyanomitra veroxii,veroxii,0.0084,kg,8.4,g,0.444966667,190.7,52.97222222,W/kg
Chordata,Aves,Passeriformes,Nectariniidae,Chalcomitra,Chalcomitra adelberti,adelberti,0.0095,kg,9.5,g,0.444916667,168.6,46.83333333,W/kg
Chordata,Aves,Passeriformes,Nectariniidae,Chalcomitra,Chalcomitra amethystina,amethystina,0.01,kg,10,g,0.409166667,147.3,40.91666667,W/kg
Chordata,Aves,Passeriformes,Nectariniidae,Anthreptes,Anthreptes orientalis,orientalis,0.0118,kg,11.8,g,0.362194444,110.5,30.69444444,W/kg
Chordata,Aves,Passeriformes,Nectariniidae,Chalcomitra,Chalcomitra senegalensis,senegalensis,0.0126,kg,12.6,g,0.392,112,31.11111111,W/kg
Chordata,Aves,Passeriformes,Nectariniidae,Nectarinia,Nectarinia tacazze,tacazze,0.0135,kg,13.5,g,0.5925,158,43.88888889,W/kg
Chordata,Aves,Passeriformes,Nectariniidae,Nectarinia,Nectarinia killmensis,killmensis,0.0142,kg,14.2,g,0.548672222,139.1,38.63888889,W/kg
Chordata,Aves,Galliformes,Phasianidae,Coturnix,Coturnix pectoralis,pectoralis,0.0958,kg,95.8,g,0.633344444,1.19,6.611111111,W/kg
Chordata,Aves,Galliformes,Phasianidae,Coturnix,Coturnix chinensis,chinensis,0.0449,kg,44.9,g,0.366683333,1.47,8.166666667,W/kg
Chordata,Aves,Passeriformes,Meliphagidae,Lichmera,Lichmera indistincta,indistincta,0.0101,kg,10.1,g,0.211538889,3.77,20.94444444,W/kg
Chordata,Aves,Passeriformes,Meliphagidae,Gliciphila,Gliciphila melanops,melanops,0.0188,kg,18.8,g,0.2914,2.79,15.5,W/kg
Chordata,Aves,Passeriformes,Meliphagidae,Melithreptus,Melithreptus lunatus,lunatus,0.0143,kg,14.3,g,0.247866667,3.12,17.33333333,W/kg
Chordata,Aves,Passeriformes,Meliphagidae,Phylidonyris,Phylidonyris novaehollandiae,novaehollandiae,0.0174,kg,17.4,g,0.31712963,27.4,18.22584078,W/kg
Chordata,Aves,Passeriformes,Meliphagidae,Acanthorhynchus,Acanthorhynchus tenuirostris,tenuirostris,0.0097,kg,9.7,g,0.248842593,21.5,25.65387553,W/kg
Chordata,Aves,Passeriformes,Meliphagidae,Phylidonyris,Phylidonyris pyrrhopterus,pyrrhopterus,0.0146,kg,14.6,g,0.321759259,27.8,22.03830543,W/kg
Chordata,Aves,Passeriformes,Remizidae,Auriparus,Auriparus flaviceps,flaviceps,0.0068,kg,6.8,g,0.163955556,4.34,24.11111111,W/kg
Chordata,Aves,Passeriformes,Passerellidae,Spizella,Spizella arborea,arborea,0.0166,kg,0.0166,kg,0.329516667,6.8,19.85040161,W/kg
Chordata,Aves,Passeriformes,Passerellidae,Junco,Junco hyemalis,hyemalis,0.018,kg,0.018,kg,0.295595833,6.1,16.42199074,W/kg
Chordata,Aves,Passeriformes,Passerellidae,Melospiza,Melospiza melodia,melodia,0.0186,kg,0.0186,kg,0.377975,7.8,20.32123656,W/kg
Chordata,Aves,Passeriformes,Passerellidae,Zonotrichia,Zonotrichia albicollis,albicollis,0.0236,kg,0.0236,kg,0.460354167,9.5,19.50653249,W/kg
Chordata,Aves,Passeriformes,Passerellidae,Passerella,Passerella iliaca,iliaca,0.0317,kg,0.0317,kg,0.547579167,11.3,17.27379075,W/kg
Chordata,Aves,Passeriformes,Icteridae,Molothrus,Molothrus ater,ater,0.0337,kg,0.0337,kg,0.533041667,11,15.81726014,W/kg
Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus cryptoleucus,cryptoleucus,0.64,kg,0.64,kg,3.828208333,79,5.981575521,W/kg
Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus corax,corax,0.866,kg,0.866,kg,4.598695833,94.9,5.310272325,W/kg
Chordata,Aves,Galliformes,Phasianidae,Excalfactoria,Excalfactoria chinensis,chinensis,0.0427,kg,0.0427,kg,0.29075,6,6.809133489,W/kg
Chordata,Aves,Galliformes,Odontophoridae,Colinus,Colinus virginianus,virginianus,0.194,kg,0.194,kg,1.114541667,23,5.745060137,W/kg
Chordata,Aves,Columbiformes,Columbidae,Leptotila,Leptotila verreauxi,verreauxi,0.131,kg,131,g,0.8867875,18.3,6.769370229,W/kg
Chordata,Aves,Passeriformes,Pipridae,Ceratopipra,Ceratopipra mentalis,mentalis,0.0145,kg,14.5,g,0.297534167,6.14,20.5195977,W/kg
Chordata,Aves,Passeriformes,Pipridae,Manacus,Manacus vitellinus,vitellinus,0.0182,kg,18.2,g,0.236476667,4.88,12.99322344,W/kg
Chordata,Aves,Passeriformes,Pipridae,Manacus,Manacus vitellinus,vitellinus,0.015,kg,15,g,0.28638875,5.91,19.09258333,W/kg
Chordata,Aves,Passeriformes,Furnariidade,Xiphorhynchus,Xiphorhynchus guttatus,guttatus,0.0452,kg,45.2,g,0.44630125,9.21,9.87392146,W/kg
Chordata,Aves,Passeriformes,Thamnophilidae,Thamnophilus,Thamnophilus punctatus,punctatus,0.021,kg,21,g,0.34163125,7.05,16.26815476,W/kg
Chordata,Aves,Passeriformes,Estrildidae,Lonchura,Lonchura malacca,malacca,0.0118,kg,11.8,g,0.140972222,12.18,11.94679849,W/kg
Chordata,Aves,Passeriformes,Estrildidae,Lonchura,Lonchura maja,maja,0.0128,kg,12.8,g,0.152199074,13.15,11.89055266,W/kg
Chordata,Aves,Passeriformes,Passeridae,Passer,Passer montanus,montanus,0.0175,kg,17.5,g,0.197685185,17.08,11.2962963,W/kg
Chordata,Aves,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier,goiavier,0.0286,kg,28.6,g,0.244675926,21.14,8.555102305,W/kg
Chordata,Aves,Passeriformes,Nectariniidae,Arachnothera,Arachnothera longirostra,longirostra,0.013,kg,13,g,0.188541667,16.29,14.50320513,W/kg
Chordata,Aves,Passeriformes,Muscicapidae,Copsychus,Copsychus saularis,saularis,0.0335,kg,33.5,g,0.231134259,19.97,6.899530127,W/kg
Chordata,Aves,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus finlaysoni,finlaysoni,0.0263,kg,26.3,g,0.224884259,19.43,8.550732291,W/kg
Chordata,Aves,Passeriformes,Pellorneidae,Malacopteron,Malacopteron cinereum,cinereum,0.0158,kg,15.8,g,0.211226852,18.25,13.36878809,W/kg
Chordata,Aves,Passeriformes,Pycnonotidae,Alophoixus,Alophoixus bres,bres,0.035,kg,35,g,0.355208333,30.69,10.14880952,W/kg
Chordata,Aves,Passeriformes,Nectariniidae,Arachnothera,Arachnothera flavigaster,flavigaster,0.0363,kg,36.3,g,0.298611111,25.8,8.226201408,W/kg
Chordata,Aves,Passeriformes,Monarchidae,Hypothymis,Hypothymis azurea,azurea,0.0108,kg,10.8,g,0.138888889,12,12.8600823,W/kg
Chordata,Aves,Cuculiformes,Chloropseidae,Chloropsis,Chloropsis sonnerati,sonnerati,0.0397,kg,39.7,g,0.378472222,32.7,9.533305346,W/kg
Chordata,Aves,Cuculiformes,Cuculidae,Cacomantis,Cacomantis variolosus,variolosus,0.0238,kg,23.8,g,0.121527778,10.5,5.10620915,W/kg
Chordata,Aves,Passeriformes,Laniidae,Lanius,Lanius cristatus,cristatus,0.0268,kg,26.8,g,0.252314815,21.8,9.414731896,W/kg
Chordata,Aves,Passeriformes,Acrocephalidae,Acrocephalus,Acrocephalus arundinaceus,arundinaceus,0.0269,kg,26.9,g,0.255787037,22.1,9.508811786,W/kg
Chordata,Aves,Passeriformes,Acrocephalidae,Acrocephalus,Acrocephalus bistrigiceps,bistrigiceps,0.0219,kg,21.9,g,0.128472222,11.1,5.866311517,W/kg
Chordata,Aves,Passeriformes,Muscicapidae,Larvivora,Larvivora cyane,cyane,0.0079,kg,7.9,g,0.173611111,15,21.97609001,W/kg
Chordata,Aves,Strigiformes,Strigidae,Otus,Otus scops,scops,0.0134,kg,13.4,g,0.354166667,30.6,26.43034826,W/kg
Chordata,Aves,Piciformes,Picidae,Melanerpes,Melanerpes formicivorus,formicivorus,0.0784,kg,78.4,g,2.800925926,242,35.72609599,W/kg
Chordata,Aves,Piciformes,Picidae,Melanerpes,Melanerpes formicivorus,formicivorus,0.0867,kg,86.7,g,2.407407407,208,27.76709812,W/kg
Chordata,Aves,Piciformes,Picidae,Melanerpes,Melanerpes formicivorus,formicivorus,0.0845,kg,84.5,g,2.060185185,178,24.38088977,W/kg
Chordata,Aves,Piciformes,Picidae,Melanerpes,Melanerpes formicivorus,formicivorus,0.0794,kg,79.4,g,1.747685185,151,22.01114843,W/kg
Chordata,Aves,Galliformes,Odontophoridae,Callipepla,Callipepla gambelii,gambelii,0.145,kg,145,g,0.536111111,1.93,3.697318008,W/kg
Chordata,Aves,Galliformes,Odontophoridae,Callipepla,Callipepla gambelii,gambelii,0.145,kg,145,g,0.733333333,2.64,5.057471264,W/kg
Chordata,Aves,Procellariiformes,Procellariidae,Ardenna,Ardenna pacificus,pacificus,0.3378,kg,337.8,g,1.501333333,0.8,4.444444444,W/kg
Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus nativitatis,nativitatis,0.3076,kg,307.6,g,1.486733333,0.87,4.833333333,W/kg
Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,Pterodroma hypoleuca,hypoleuca,0.1674,kg,167.4,g,0.8463,0.91,5.055555556,W/kg
Chordata,Aves,Procellariiformes,Procellariidae,Bulweria,Bulweria bulwerii,bulwerii,0.087,kg,87,g,0.512333333,1.06,5.888888889,W/kg
Chordata,Aves,Phaethontiformes,Phaethontidae,Phaethon,Phaethon rubricauda,rubricauda,0.5932,kg,593.2,g,3.361466667,1.02,5.666666667,W/kg
Chordata,Aves,Charadriiformes,Laridae,Onychoprion,Onychoprion lunatus,lunatus,0.1317,kg,131.7,g,0.709716667,0.97,5.388888889,W/kg
Chordata,Aves,Charadriiformes,Laridae,Gygis,Gygis alba,alba,0.0981,kg,98.1,g,0.82295,1.51,8.388888889,W/kg
Chordata,Aves,Charadriiformes,Laridae,Anous,Anous minutus,minutus,0.0902,kg,90.2,g,0.641422222,1.28,7.111111111,W/kg
Chordata,Aves,Apodiformes,Trochilidae,Ocreatus,Ocreatus underwoodii,underwoodii,0.0027,kg,2.7,g,0.36975,493,136.9444444,W/kg
Chordata,Aves,Apodiformes,Trochilidae,Chlorostilbon,Chlorostilbon mellisugus,mellisugus,0.0029,kg,2.9,g,0.344777778,428,118.8888889,W/kg
Chordata,Aves,Apodiformes,Trochilidae,Orthorhyncus,Orthorhyncus cristatus,cristatus,0.0029,kg,2.9,g,0.302083333,375,104.1666667,W/kg
Chordata,Aves,Apodiformes,Trochilidae,Orthorhyncus,Orthorhyncus cristatus,cristatus,0.0029,kg,2.9,g,0.241666667,300,83.33333333,W/kg
Chordata,Aves,Apodiformes,Trochilidae,Archilochus,Archilochus alexandri,alexandri,0.0029,kg,2.9,g,0.38425,477,132.5,W/kg
Chordata,Aves,Apodiformes,Trochilidae,Archilochus,Archilochus alexandri,alexandri,0.0032,kg,3.2,g,0.424888889,478,132.7777778,W/kg
Chordata,Aves,Apodiformes,Trochilidae,Chaetocercus,Chaetocercus mulsant,mulsant,0.0033,kg,3.3,g,0.408833333,446,123.8888889,W/kg
Chordata,Aves,Apodiformes,Trochilidae,Urosticte,Urosticte benjamini,benjamini,0.0039,kg,3.9,g,0.296833333,274,76.11111111,W/kg
Chordata,Aves,Apodiformes,Trochilidae,Trochilus,Trochilus scitulus,scitulus,0.004,kg,4,g,0.57,513,142.5,W/kg
Chordata,Aves,Apodiformes,Trochilidae,Chrysuronia,Chrysuronia oenone,oenone,0.005,kg,5,g,0.598611111,431,119.7222222,W/kg
